date,platform,campaign_name,impressions,clicks,spend,conversions,CTR,CPC
2024-01-21,Facebook,Conversions_Retargeting,10234,467,178.4,30,4.563220637092046,0.38201284796573876
2024-01-21,Facebook,Traffic_Drive_Jan,32890,1178,171.2,22,3.581635755548799,0.14533106960950762
2024-01-21,Facebook,Video_Views_Campaign,62345,223,76.3,4,0.35768706391851796,0.342152466367713
2024-01-22,Facebook,Brand_Awareness_Q1,45234,912,129.8,14,2.0161825175752752,0.1423245614035088
2024-01-22,Facebook,Conversions_Retargeting,12456,567,209.6,36,4.552023121387283,0.36966490299823634
2024-01-22,Facebook,Traffic_Drive_Jan,35123,1267,194.5,26,3.6073228368875094,0.15351223362273086
2024-01-22,Facebook,Video_Views_Campaign,66789,245,84.7,5,0.36682687268861636,0.34571428571428575
2024-01-23,Facebook,Brand_Awareness_Q1,48567,989,140.3,15,2.0363621389008997,0.1418604651162791
2024-01-23,Facebook,Conversions_Retargeting,13789,623,229.8,38,4.518094133004569,0.3688603531300161
2024-01-23,Facebook,Traffic_Drive_Jan,37456,1389,213.4,29,3.708351131994874,0.15363570914326855
2024-01-23,Facebook,Video_Views_Campaign,71234,256,90.5,6,0.35937894825504674,0.353515625
2024-01-24,Facebook,Brand_Awareness_Q1,51234,1067,149.7,17,2.082601397509466,0.1402999062792877
2024-01-24,Facebook,Conversions_Retargeting,14890,712,251.6,43,4.781732706514439,0.35337078651685394
2024-01-24,Facebook,Traffic_Drive_Jan,39234,1489,227.9,32,3.795177652036499,0.15305574210879785
2024-01-24,Facebook,Video_Views_Campaign,74567,267,95.8,7,0.3580672415411643,0.3588014981273408
2024-01-25,Facebook,Brand_Awareness_Q1,52789,1123,156.4,18,2.127337134630321,0.13926981300089047
2024-01-25,Facebook,Conversions_Retargeting,15678,756,268.9,47,4.822043628013777,0.35568783068783066
2024-01-25,Facebook,Traffic_Drive_Jan,40567,1567,238.6,34,3.8627455813838836,0.1522654754307594
2024-01-25,Facebook,Video_Views_Campaign,76890,278,99.2,8,0.36155546885160617,0.35683453237410073
2024-01-26,Facebook,Brand_Awareness_Q1,50123,1034,147.5,17,2.0629252039981645,0.14264990328820115
2024-01-26,Facebook,Conversions_Retargeting,14234,689,254.7,44,4.8405226921455675,0.36966618287373004
2024-01-26,Facebook,Traffic_Drive_Jan,38890,1445,231.2,32,3.715608125482129,0.16
2024-01-26,Facebook,Video_Views_Campaign,73456,261,94.6,7,0.35531474624264864,0.36245210727969346
2024-01-27,Facebook,Brand_Awareness_Q1,46234,934,133.8,15,2.020158325042177,0.14325481798715203
2024-01-27,Facebook,Conversions_Retargeting,12567,567,209.4,36,4.511816662687992,0.3693121693121693
2024-01-27,Facebook,Traffic_Drive_Jan,35890,1289,197.8,27,3.5915296740039007,0.15345228859581073
2024-01-27,Facebook,Video_Views_Campaign,68234,245,85.9,5,0.35905853386874576,0.3506122448979592
2024-01-28,Facebook,Brand_Awareness_Q1,44567,890,127.6,13,1.9969932910000674,0.14337078651685392
2024-01-28,Facebook,Conversions_Retargeting,11456,523,192.3,33,4.5652932960893855,0.3676864244741874
2024-01-28,Facebook,Traffic_Drive_Jan,33567,1203,184.5,25,3.5838770220752525,0.15336658354114713
2024-01-28,Facebook,Video_Views_Campaign,65789,234,80.4,4,0.3556825609144386,0.3435897435897436
2024-01-29,Facebook,Brand_Awareness_Q1,47890,967,138.4,15,2.0192106911672583,0.14312306101344366
2024-01-29,Facebook,Conversions_Retargeting,13234,612,226.5,39,4.62445216865649,0.3700980392156863
2024-01-29,Facebook,Traffic_Drive_Jan,36234,1334,203.7,28,3.6816249931004026,0.15269865067466265
2024-01-29,Facebook,Video_Views_Campaign,69567,253,88.7,6,0.3636781807466184,0.3505928853754941
2024-01-30,Facebook,Brand_Awareness_Q1,49234,1001,142.8,16,2.033147824674006,0.14265734265734267
2024-01-30,Facebook,Conversions_Retargeting,14123,645,236.9,41,4.5670183388798415,0.36728682170542637
2024-01-30,Facebook,Traffic_Drive_Jan,37890,1412,216.5,30,3.7265769332277645,0.153328611898017
2024-01-30,Facebook,Video_Views_Campaign,72123,261,91.3,7,0.3618817852834741,0.3498084291187739
2024-01-01,Google,Search_Brand_Terms,23456,1234,234.5,45,5.260914051841746,0.19003241491085898
2024-01-01,Google,Search_Generic_Terms,45678,890,567.8,23,1.9484215596129426,0.6379775280898876
2024-01-01,Google,Shopping_All_Products,67890,2345,423.6,67,3.4541169538960084,0.18063965884861408
2024-01-02,Google,Search_Brand_Terms,24567,1289,245.6,48,5.246875890422111,0.19053529868114819
2024-01-02,Google,Search_Generic_Terms,43234,823,534.2,21,1.9035943933015682,0.6490886998784934
2024-01-02,Google,Shopping_All_Products,71234,2456,445.8,71,3.4477917848218547,0.18151465798045602
2024-01-03,Google,Search_Brand_Terms,22345,1123,213.4,42,5.025732826135601,0.190026714158504
2024-01-03,Google,Search_Generic_Terms,47890,967,623.5,25,2.0192106911672583,0.6447776628748707
2024-01-03,Google,Display_Remarketing,123456,456,123.4,12,0.3693623639191291,0.2706140350877193
2024-01-04,Google,Search_Brand_Terms,25678,1345,256.7,50,5.2379468805981775,0.1908550185873606
2024-01-04,Google,Shopping_All_Products,69456,2234,412.3,65,3.2164247869154576,0.18455684870188005
2024-01-04,Google,Display_Remarketing,134567,489,134.5,14,0.36338775479872476,0.27505112474437626
2024-01-05,Google,Search_Brand_Terms,23890,1234,234.9,46,5.1653411469233985,0.19035656401944895
2024-01-05,Google,Search_Generic_Terms,46234,912,589.3,24,1.9725742959726609,0.6461622807017543
2024-01-05,Google,Display_Remarketing,128901,467,128.9,13,0.36229354310672535,0.27601713062098504
2024-01-06,Google,Search_Brand_Terms,24234,1267,241.2,47,5.228191796649336,0.19037095501183898
2024-01-06,Google,Shopping_All_Products,72345,2378,432.9,69,3.287027437970834,0.18204373423044573
2024-01-06,Google,Display_Remarketing,131234,478,132.4,13,0.3642348781565753,0.2769874476987448
2024-01-07,Google,Search_Brand_Terms,26789,1456,278.9,54,5.435066631826496,0.1915521978021978
2024-01-07,Google,Search_Generic_Terms,44567,878,567.2,22,1.9700675387618642,0.6460136674259681
2024-01-07,Google,Shopping_All_Products,70234,2289,419.5,66,3.2591052766466384,0.18326780253385758
2024-01-08,Google,Search_Brand_Terms,22567,1134,216.8,43,5.025036557805645,0.19118165784832453
2024-01-08,Google,Search_Generic_Terms,48234,989,634.7,26,2.050420864950035,0.6417593528816987
2024-01-08,Google,Display_Remarketing,125678,445,121.3,11,0.35407947293878006,0.2725842696629213
2024-01-09,Google,Search_Brand_Terms,25234,1312,250.3,49,5.199334231592296,0.19077743902439026
2024-01-09,Google,Shopping_All_Products,73456,2423,441.8,70,3.298573295578305,0.18233594717292612
2024-01-09,Google,Display_Remarketing,129345,456,125.6,12,0.3525455178012293,0.27543859649122804
2024-01-10,Google,Search_Brand_Terms,24678,1289,245.9,48,5.223275792203582,0.19076803723816912
2024-01-10,Google,Search_Generic_Terms,45234,901,578.9,23,1.9918645266834683,0.6425083240843507
2024-01-10,Google,Shopping_All_Products,68901,2267,414.2,64,3.2902280083017663,0.1827084252315836
2024-01-11,Google,Search_Brand_Terms,26234,1378,263.4,52,5.2527254707631315,0.1911465892597968
2024-01-11,Google,Search_Generic_Terms,47890,934,612.5,26,1.950302777197745,0.6557815845824411
2024-01-11,Google,Shopping_All_Products,71234,2456,445.8,71,3.4477917848218547,0.18151465798045602
2024-01-11,Google,Display_Remarketing,136789,512,142.3,15,0.3742991029980481,0.2779296875
2024-01-12,Google,Search_Brand_Terms,25123,1312,250.4,49,5.222306253234088,0.19085365853658537
2024-01-12,Google,Search_Generic_Terms,46567,912,596.7,24,1.9584684433182298,0.6542763157894738
2024-01-12,Google,Shopping_All_Products,69890,2334,428.9,66,3.3395335527257117,0.18376178234790058
2024-01-12,Google,Display_Remarketing,133456,489,131.2,14,0.36641290013187866,0.26830265848670753
2024-01-13,Google,Search_Brand_Terms,22456,1156,220.4,43,5.147844674029212,0.1906574394463668
2024-01-13,Google,Search_Generic_Terms,41234,823,528.9,21,1.9959256923897755,0.6426488456865127
2024-01-13,Google,Shopping_All_Products,63456,2089,382.6,60,3.292044881492688,0.18314983245572045
2024-01-13,Google,Display_Remarketing,119234,434,116.8,12,0.3639901370414479,0.26912442396313363
2024-01-14,Google,Search_Brand_Terms,21234,1089,207.8,41,5.128567391918621,0.1908172635445363
2024-01-14,Google,Search_Generic_Terms,39567,789,507.4,19,1.9940859807415272,0.6430925221799746
2024-01-14,Google,Shopping_All_Products,61890,2012,369.3,58,3.2509290677007594,0.18354870775347912
2024-01-14,Google,Display_Remarketing,115678,412,113.4,11,0.3561610677916285,0.275242718446602
2024-01-15,Google,Search_Brand_Terms,23890,1234,235.6,46,5.1653411469233985,0.19092382495948135
2024-01-15,Google,Search_Generic_Terms,43789,856,560.9,22,1.954828838292722,0.6552570093457943
2024-01-15,Google,Shopping_All_Products,67234,2234,411.7,65,3.322723621976976,0.1842882721575649
2024-01-15,Google,Display_Remarketing,128901,467,126.7,13,0.36229354310672535,0.27130620985010706
2024-01-16,Google,Search_Brand_Terms,25456,1345,257.3,51,5.283626649905719,0.1913011152416357
2024-01-16,Google,Search_Generic_Terms,45678,901,584.5,24,1.972503174394676,0.6487236403995561
2024-01-16,Google,Shopping_All_Products,70123,2378,435.8,69,3.391184062290547,0.1832632464255677
2024-01-16,Google,Display_Remarketing,132567,489,130.5,14,0.36887008078933675,0.2668711656441718
2024-01-17,Google,Search_Brand_Terms,26789,1456,278.9,54,5.435066631826496,0.1915521978021978
2024-01-17,Google,Search_Generic_Terms,47234,967,605.6,25,2.0472540966253123,0.6262668045501552
2024-01-17,Google,Shopping_All_Products,72456,2489,450.7,72,3.4351882521806334,0.1810767376456408
2024-01-17,Google,Display_Remarketing,138901,534,136.4,15,0.3844464762672695,0.2554307116104869
2024-01-18,Google,Search_Brand_Terms,25789,1389,265.2,52,5.3860172941952,0.19092872570194383
2024-01-18,Google,Search_Generic_Terms,46123,923,590.3,24,2.0011707824729528,0.6395449620801733
2024-01-18,Google,Shopping_All_Products,71567,2412,442.3,70,3.3702684198024224,0.1833747927031509
2024-01-18,Google,Display_Remarketing,135234,501,133.6,14,0.3704689649052753,0.26666666666666666
2024-01-19,Google,Search_Brand_Terms,24567,1289,246.8,48,5.246875890422111,0.19146625290923197
2024-01-19,Google,Search_Generic_Terms,44890,890,574.7,23,1.9826241924704835,0.6457303370786517
2024-01-19,Google,Shopping_All_Products,69234,2301,423.5,67,3.3235115694600923,0.1840504128639722
2024-01-19,Google,Display_Remarketing,131567,478,129.4,13,0.3633129888193848,0.27071129707112973
2024-01-20,Google,Search_Brand_Terms,22345,1123,214.5,42,5.025732826135601,0.19100623330365094
2024-01-20,Google,Search_Generic_Terms,40567,812,520.4,20,2.0016269381517,0.6408866995073891
2024-01-20,Google,Shopping_All_Products,64890,2067,376.8,59,3.1853906611188165,0.18229317851959362
2024-01-20,Google,Display_Remarketing,124567,445,122.3,12,0.357237470598152,0.2748314606741573
2024-01-21,Google,Search_Brand_Terms,21567,1089,207.8,41,5.049380998748088,0.1908172635445363
2024-01-21,Google,Search_Generic_Terms,38901,778,498.7,19,1.9999485874399117,0.6410025706940874
2024-01-21,Google,Shopping_All_Products,62345,1989,365.4,57,3.190311973694763,0.183710407239819
2024-01-21,Google,Display_Remarketing,118234,423,116.2,11,0.3577651098668742,0.27470449172576833
2024-01-22,Google,Search_Brand_Terms,24234,1267,241.2,47,5.228191796649336,0.19037095501183898
2024-01-22,Google,Search_Generic_Terms,42890,845,549.3,22,1.9701562135695967,0.650059171597633
2024-01-22,Google,Shopping_All_Products,66789,2223,407.9,64,3.3283923999460985,0.18349077822762033
2024-01-22,Google,Display_Remarketing,127890,456,125.6,13,0.35655641566971613,0.27543859649122804
2024-01-23,Google,Search_Brand_Terms,25678,1356,259.4,51,5.280785107874445,0.19129793510324483
2024-01-23,Google,Search_Generic_Terms,45123,912,577.8,24,2.021142211289143,0.6335526315789474
2024-01-23,Google,Shopping_All_Products,70234,2389,432.6,69,3.4014864595495062,0.18107994976977815
2024-01-23,Google,Display_Remarketing,133456,489,131.2,14,0.36641290013187866,0.26830265848670753
2024-01-24,Google,Search_Brand_Terms,27123,1434,274.3,55,5.287025771485456,0.19128312412831242
2024-01-24,Google,Search_Generic_Terms,47890,978,613.5,26,2.042179995823763,0.6273006134969326
2024-01-24,Google,Shopping_All_Products,73456,2501,456.7,73,3.4047593116967976,0.18260695721711315
2024-01-24,Google,Display_Remarketing,139234,523,136.8,15,0.37562664291767817,0.26156787762906314
2024-01-25,Google,Search_Brand_Terms,28234,1512,287.6,58,5.355245448749734,0.19021164021164022
2024-01-25,Google,Search_Generic_Terms,49567,1012,634.2,27,2.0416809570883854,0.6266798418972332
2024-01-25,Google,Shopping_All_Products,75234,2567,467.8,75,3.412021160645453,0.18223607323724192
2024-01-25,Google,Display_Remarketing,142345,545,139.9,16,0.38287259826477926,0.25669724770642205
2024-01-26,Google,Search_Brand_Terms,26789,1378,263.4,53,5.143902347978648,0.1911465892597968
2024-01-26,Google,Search_Generic_Terms,47234,945,605.6,25,2.000677478087818,0.6408465608465609
2024-01-26,Google,Shopping_All_Products,72890,2434,450.2,71,3.3392783646590756,0.1849630238290879
2024-01-26,Google,Display_Remarketing,138567,512,136.2,15,0.36949634472854287,0.266015625
2024-01-27,Google,Search_Brand_Terms,25234,1312,250.3,49,5.199334231592296,0.19077743902439026
2024-01-27,Google,Search_Generic_Terms,45678,901,584.5,24,1.972503174394676,0.6487236403995561
2024-01-27,Google,Shopping_All_Products,70123,2356,431.2,68,3.3598106184846626,0.1830220713073005
2024-01-27,Google,Display_Remarketing,134890,489,132.7,14,0.3625176069389873,0.2713701431492842
2024-01-28,Google,Search_Brand_Terms,23567,1189,226.8,44,5.0451903084822,0.19074852817493693
2024-01-28,Google,Search_Generic_Terms,42890,834,549.3,21,1.9445092096059688,0.6586330935251798
2024-01-28,Google,Shopping_All_Products,66234,2167,395.8,61,3.271733550744331,0.1826488232579603
2024-01-28,Google,Display_Remarketing,127345,445,125.1,12,0.34944442263143427,0.28112359550561794
2024-01-29,Google,Search_Brand_Terms,24890,1278,244.2,47,5.134592205705102,0.19107981220657277
2024-01-29,Google,Search_Generic_Terms,44567,878,570.8,23,1.9700675387618642,0.6501138952164008
2024-01-29,Google,Shopping_All_Products,68456,2289,419.5,66,3.3437536519808346,0.18326780253385758
2024-01-29,Google,Display_Remarketing,131234,467,128.9,13,0.3558529039730558,0.27601713062098504
2024-01-30,Google,Search_Brand_Terms,25456,1334,254.6,50,5.24041483343809,0.19085457271364317
2024-01-30,Google,Search_Generic_Terms,45890,912,587.7,24,1.9873610808455,0.6444078947368421
2024-01-30,Google,Shopping_All_Products,70234,2367,432.1,68,3.3701625993108753,0.18255175327418674
2024-01-30,Google,Display_Remarketing,133456,478,131.2,14,0.358170483155497,0.2744769874476987
2024-01-01,TikTok,Awareness_GenZ,234567,3456,456.7,34,1.4733530291984807,0.13214699074074074
2024-01-01,TikTok,Conversion_Focus,123456,2345,678.9,67,1.8994621565578018,0.2895095948827292
2024-01-01,TikTok,Traffic_Campaign,189234,2890,345.6,23,1.5272096980458056,0.1195847750865052
2024-01-02,TikTok,Awareness_GenZ,245678,3678,478.9,36,1.4970815457631534,0.13020663404023924
2024-01-02,TikTok,Conversion_Focus,134567,2567,712.3,71,1.9075999316325698,0.2774834437086093
2024-01-02,TikTok,Traffic_Campaign,198345,3012,361.2,25,1.5185661347651818,0.1199203187250996
2024-01-03,TikTok,Awareness_GenZ,223456,3234,434.5,32,1.4472647859086352,0.13435374149659865
2024-01-03,TikTok,Conversion_Focus,112345,2123,623.4,62,1.8897147180559883,0.29364107395195477
2024-01-03,TikTok,Influencer_Collab,345678,5678,890.1,89,1.64256909609521,0.15676294469883761
2024-01-04,TikTok,Awareness_GenZ,256789,3890,512.3,39,1.5148623967537551,0.13169665809768635
2024-01-04,TikTok,Traffic_Campaign,201234,3123,374.5,26,1.5519246250633592,0.11991674671789945
2024-01-04,TikTok,Influencer_Collab,367890,6012,923.4,94,1.634184131126152,0.1535928143712575
2024-01-05,TikTok,Awareness_GenZ,234234,3467,460.2,35,1.4801437878360957,0.13273723680415345
2024-01-05,TikTok,Conversion_Focus,128901,2456,689.5,68,1.9053382052893304,0.28074104234527686
2024-01-05,TikTok,Influencer_Collab,356789,5834,901.2,91,1.6351400968079175,0.15447377442577992
2024-01-06,TikTok,Awareness_GenZ,267890,3945,523.4,40,1.4726193586920004,0.1326742712294043
2024-01-06,TikTok,Traffic_Campaign,205678,3234,387.8,27,1.5723606802866619,0.11991341991341992
2024-01-06,TikTok,Influencer_Collab,378901,6123,945.6,96,1.6159894009253075,0.15443410093091622
2024-01-07,TikTok,Awareness_GenZ,278901,4123,545.6,42,1.4783023366714354,0.1323308270676692
2024-01-07,TikTok,Conversion_Focus,138901,2678,734.5,73,1.9279918791081418,0.27427184466019416
2024-01-07,TikTok,Traffic_Campaign,212345,3345,401.1,28,1.575266665096894,0.1199103139013453
2024-01-08,TikTok,Awareness_GenZ,245234,3578,474.3,37,1.459014655390362,0.1325600894354388
2024-01-08,TikTok,Conversion_Focus,119234,2234,645.6,64,1.8736266501165773,0.2889883616830797
2024-01-08,TikTok,Influencer_Collab,389012,6234,967.8,98,1.6025212589842988,0.15524542829643886
2024-01-09,TikTok,Awareness_GenZ,289012,4234,556.7,43,1.4649910730350295,0.13148323098724612
2024-01-09,TikTok,Traffic_Campaign,218901,3456,414.4,29,1.5787958940342894,0.11990740740740741
2024-01-09,TikTok,Influencer_Collab,401234,6456,989.9,101,1.6090361235588209,0.15333023543990087
2024-01-10,TikTok,Awareness_GenZ,256234,3701,490.5,38,1.4443828687840021,0.1325317481761686
2024-01-10,TikTok,Conversion_Focus,145678,2789,756.7,76,1.91449635497467,0.27131588382932953
2024-01-10,TikTok,Traffic_Campaign,223456,3567,427.7,30,1.5962874122869828,0.11990468180543874
2024-01-11,TikTok,Awareness_GenZ,278901,4123,523.6,42,1.4783023366714354,0.1269949066213922
2024-01-11,TikTok,Conversion_Focus,156789,3012,812.3,82,1.9210531351051414,0.2696879150066401
2024-01-11,TikTok,Traffic_Campaign,234567,3789,456.8,33,1.6153167325327091,0.12055951438374242
2024-01-11,TikTok,Influencer_Collab,412345,6789,1023.4,103,1.646436842934921,0.15074385034614818
2024-01-12,TikTok,Awareness_GenZ,267890,3945,501.2,40,1.4726193586920004,0.1270468948035488
2024-01-12,TikTok,Conversion_Focus,148901,2834,767.5,77,1.9032780169374282,0.270818630910374
2024-01-12,TikTok,Traffic_Campaign,228901,3634,441.9,31,1.5875858995810417,0.12160154100165106
2024-01-12,TikTok,Influencer_Collab,398567,6534,998.7,98,1.6393730539658327,0.15284664830119377
2024-01-13,TikTok,Awareness_GenZ,234567,3456,456.7,34,1.4733530291984807,0.13214699074074074
2024-01-13,TikTok,Conversion_Focus,134567,2567,712.3,71,1.9075999316325698,0.2774834437086093
2024-01-13,TikTok,Traffic_Campaign,201234,3123,374.5,26,1.5519246250633592,0.11991674671789945
2024-01-13,TikTok,Influencer_Collab,367890,6012,923.4,94,1.634184131126152,0.1535928143712575
2024-01-14,TikTok,Awareness_GenZ,223456,3234,434.5,32,1.4472647859086352,0.13435374149659865
2024-01-14,TikTok,Conversion_Focus,128901,2456,689.5,68,1.9053382052893304,0.28074104234527686
2024-01-14,TikTok,Traffic_Campaign,195678,2989,361.2,25,1.5275094798597697,0.12084309133489461
2024-01-14,TikTok,Influencer_Collab,356789,5834,901.2,91,1.6351400968079175,0.15447377442577992
2024-01-15,TikTok,Awareness_GenZ,246789,3678,478.9,36,1.4903419520318977,0.13020663404023924
2024-01-15,TikTok,Conversion_Focus,142345,2678,734.5,73,1.8813446204643647,0.27427184466019416
2024-01-15,TikTok,Traffic_Campaign,212345,3345,401.1,28,1.575266665096894,0.1199103139013453
2024-01-15,TikTok,Influencer_Collab,378901,6123,945.6,96,1.6159894009253075,0.15443410093091622
2024-01-16,TikTok,Awareness_GenZ,289012,4234,556.7,43,1.4649910730350295,0.13148323098724612
2024-01-16,TikTok,Conversion_Focus,156789,3012,812.3,82,1.9210531351051414,0.2696879150066401
